,AirtemperatureK,ProcesstemperatureK,Rotationalspeedrpm,TorqueNm,Toolwearmin,TWF,HDF,PWF,OSF,RNF
7512,300.5,311.8,1636,34.4,2,0,0,0,0,0
7513,300.4,311.8,2261,14.9,5,0,0,0,0,0
7514,300.4,311.8,1636,32.3,7,0,0,0,0,0
7515,300.4,311.9,1335,58.3,9,0,0,0,0,0
7516,300.3,311.7,1236,57.5,12,0,0,0,0,0
7517,300.3,311.7,1445,47.3,15,0,0,0,0,0
7518,300.2,311.5,1500,40.8,17,0,0,0,0,0
7519,300.2,311.6,1999,21.0,19,0,0,0,0,0
7520,300.2,311.6,1529,35.5,21,0,0,0,0,0
7521,300.2,311.6,1467,40.7,23,0,0,0,0,0
7522,300.1,311.5,1334,54.0,26,0,0,0,0,0
7523,300.1,311.5,1343,46.2,28,0,0,0,0,0
7524,300.2,311.5,1639,31.1,31,0,0,0,0,0
7525,300.1,311.5,1383,49.1,33,0,0,0,0,0
7526,300.1,311.4,1660,31.4,38,0,0,0,0,0
7527,300.1,311.3,1470,45.2,40,0,0,0,0,0
7528,300.1,311.3,1748,26.6,42,0,0,0,0,0
7529,300.1,311.4,1467,35.7,45,0,0,0,0,0
7530,300.1,311.4,1617,39.3,47,0,0,0,0,0
7531,300.1,311.4,1377,56.7,50,0,0,0,0,0
7532,300.0,311.3,1629,32.1,55,0,0,0,0,0
7533,300.0,311.2,1504,37.9,58,0,0,0,0,0
7534,300.0,311.2,1418,47.3,60,0,0,0,0,0
7535,300.0,311.2,1629,31.7,62,0,0,0,0,0
7536,300.1,311.3,2579,12.5,64,0,0,1,0,0
7537,300.1,311.3,1305,64.7,66,0,0,0,0,0
7538,300.2,311.4,1450,38.5,68,0,0,0,0,0
7539,300.2,311.3,1487,36.9,71,0,0,0,0,0
7540,300.2,311.3,1587,31.2,73,0,0,0,0,0
7541,300.3,311.5,1528,40.9,76,0,0,0,0,0
7542,300.4,311.6,1401,49.9,79,0,0,0,0,0
7543,300.3,311.5,1446,45.0,82,0,0,0,0,0
7544,300.2,311.4,1425,44.2,84,0,0,0,0,0
7545,300.2,311.4,1891,22.6,86,0,0,0,0,0
7546,300.2,311.5,1454,42.8,88,0,0,0,0,0
7547,300.1,311.4,1430,40.9,93,0,0,0,0,0
7548,300.2,311.4,1495,43.6,95,0,0,0,0,0
7549,300.3,311.4,1544,41.6,97,0,0,0,0,0
7550,300.3,311.4,1554,34.3,99,0,0,0,0,0
7551,300.2,311.3,1491,37.3,102,0,0,0,0,0
7552,300.3,311.3,1525,40.7,105,0,0,0,0,0
7553,300.3,311.3,1505,39.6,107,0,0,0,0,0
7554,300.3,311.4,1371,50.2,109,0,0,0,0,0
7555,300.3,311.3,1332,60.5,112,0,0,0,0,0
7556,300.3,311.4,1471,37.0,114,0,0,0,0,0
7557,300.4,311.5,1750,27.3,116,0,0,0,0,0
7558,300.3,311.4,1386,48.1,119,0,0,0,0,0
7559,300.4,311.4,1355,56.2,122,0,0,0,0,0
7560,300.3,311.3,1377,53.8,125,0,0,0,0,0
7561,300.3,311.1,1388,49.4,128,0,0,0,0,0
7562,300.3,311.1,1350,58.7,130,0,0,0,0,0
7563,300.4,311.2,1831,23.4,133,0,0,0,0,0
7564,300.3,311.2,1381,65.2,136,0,0,1,0,0
7565,300.3,311.2,1783,25.6,139,0,0,0,0,0
7566,300.3,311.0,1613,34.7,142,0,0,0,0,0
7567,300.2,311.0,2370,14.7,144,0,0,0,0,0
7568,300.2,311.0,1627,33.7,147,0,0,0,0,0
7569,300.2,311.0,1255,71.8,149,0,0,1,0,0
7570,300.2,311.0,1777,27.5,151,0,0,0,0,0
7571,300.3,311.1,1606,30.9,156,0,0,0,0,0
7572,300.3,311.1,1676,28.6,158,0,0,0,0,0
7573,300.3,311.1,1605,37.1,160,0,0,0,0,0
7574,300.4,311.1,1487,37.4,162,0,0,0,0,0
7575,300.4,311.2,1471,46.5,164,0,0,0,0,0
7576,300.3,311.1,1477,44.2,166,0,0,0,0,0
7577,300.4,311.2,1530,32.0,169,0,0,0,0,0
7578,300.4,311.2,1673,28.9,171,0,0,0,0,0
7579,300.4,311.2,1436,56.8,173,0,0,0,0,0
7580,300.4,311.3,1495,51.2,175,0,0,0,0,0
7581,300.4,311.2,1366,56.1,177,0,0,0,0,0
7582,300.4,311.2,1489,45.3,180,0,0,0,0,0
7583,300.3,311.1,1480,46.6,185,0,0,0,0,0
7584,300.4,311.2,1472,37.3,187,0,0,0,0,0
7585,300.4,311.1,1397,50.8,189,0,0,0,0,0
7586,300.4,311.1,1589,35.5,191,0,0,0,0,0
7587,300.4,311.1,1405,54.1,193,0,0,0,0,0
7588,300.4,311.1,2013,20.1,195,0,0,0,0,0
7589,300.4,311.0,1802,26.0,197,0,0,0,0,0
7590,300.4,311.0,1433,46.1,199,0,0,0,0,0
7591,300.5,311.1,1296,61.3,202,0,0,0,1,0
7592,300.5,311.2,1551,36.6,205,0,0,0,0,0
7593,300.5,311.2,1270,67.5,208,0,0,0,1,0
7594,300.6,311.3,1531,38.5,0,0,0,0,0,0
7595,300.5,311.2,1397,45.2,2,0,0,0,0,0
7596,300.5,311.1,1547,37.2,7,0,0,0,0,0
7597,300.5,311.0,2074,18.9,9,0,0,0,0,0
7598,300.5,311.1,1491,42.6,11,0,0,0,0,0
7599,300.5,311.0,1759,28.3,13,0,0,0,0,0
7600,300.4,311.0,1595,35.4,15,0,0,0,0,0
7601,300.4,311.2,1351,62.0,18,0,0,0,0,0
7602,300.4,311.2,1705,28.7,20,0,0,0,0,0
7603,300.4,311.2,1406,43.6,22,0,0,0,0,0
7604,300.4,311.3,1639,34.6,24,0,0,0,0,0
7605,300.4,311.3,2026,20.3,26,0,0,0,0,0
7606,300.4,311.3,1350,56.5,31,0,0,0,0,0
7607,300.5,311.3,1468,41.1,34,0,0,0,0,0
7608,300.5,311.4,1642,27.1,37,0,0,0,0,0
7609,300.5,311.3,1490,41.8,39,0,0,0,0,0
7610,300.5,311.3,1507,43.4,41,0,0,0,0,0
7611,300.5,311.4,1611,32.7,44,0,0,0,0,0
7612,300.5,311.4,1743,27.6,46,0,0,0,0,0
7613,300.5,311.3,1475,46.3,49,0,0,0,0,0
7614,300.5,311.4,1432,47.5,51,0,0,0,0,0
7615,300.5,311.4,1442,47.0,53,0,0,0,0,0
7616,300.6,311.4,1468,40.4,55,0,0,0,0,0
7617,300.5,311.4,1556,45.3,58,0,0,0,0,0
7618,300.5,311.4,1312,51.4,60,0,0,0,0,0
7619,300.6,311.5,1459,47.0,63,0,0,0,0,0
7620,300.5,311.5,1651,36.9,65,0,0,0,0,0
7621,300.5,311.5,1490,38.4,67,0,0,0,0,0
7622,300.6,311.6,1473,31.5,69,0,0,0,0,0
7623,300.6,311.7,1734,29.9,72,0,0,0,0,0
7624,300.6,311.7,1507,45.5,74,0,0,0,0,0
7625,300.6,311.7,1556,34.9,76,0,0,0,0,0
7626,300.5,311.6,1351,53.5,78,0,0,0,0,0
7627,300.5,311.7,1445,44.8,83,0,0,0,0,0
7628,300.5,311.7,1619,32.7,85,0,0,0,0,0
7629,300.5,311.7,1269,64.0,87,0,0,0,0,0
7630,300.5,311.6,1534,37.7,90,0,0,0,0,0
7631,300.5,311.6,1444,49.3,92,0,0,0,0,0
7632,300.5,311.6,1744,26.8,94,0,0,0,0,0
7633,300.4,311.5,1441,44.6,96,0,0,0,0,0
7634,300.3,311.3,1506,40.7,98,0,0,0,0,0
7635,300.3,311.4,1526,38.5,101,0,0,0,0,0
7636,300.4,311.5,1704,29.7,103,0,0,0,0,0
7637,300.4,311.4,1445,52.4,105,0,0,0,0,0
7638,300.5,311.5,1661,35.9,110,0,0,0,0,0
7639,300.5,311.4,1466,41.8,112,0,0,0,0,0
7640,300.4,311.3,1608,35.1,114,0,0,0,0,0
7641,300.4,311.4,1352,57.3,116,0,0,0,0,0
7642,300.4,311.4,1604,31.7,119,0,0,0,0,0
7643,300.4,311.4,1427,50.7,122,0,0,0,0,0
7644,300.4,311.4,1424,44.6,127,0,0,0,0,0
7645,300.4,311.4,1662,29.3,129,0,0,0,0,0
7646,300.4,311.4,1936,23.9,131,0,0,0,0,0
7647,300.4,311.4,1728,31.7,133,0,0,0,0,0
7648,300.4,311.4,1552,28.8,135,0,0,0,0,0
7649,300.4,311.5,1662,29.0,137,0,0,0,0,0
7650,300.3,311.4,1343,57.7,142,0,0,0,0,0
7651,300.4,311.5,1476,32.6,144,0,0,0,0,0
7652,300.3,311.4,1346,51.1,147,0,0,0,0,0
7653,300.4,311.5,1492,44.6,149,0,0,0,0,0
7654,300.3,311.5,1540,41.5,151,0,0,0,0,0
7655,300.4,311.5,1596,32.5,154,0,0,0,0,0
7656,300.5,311.6,1541,47.8,156,0,0,0,0,0
7657,300.5,311.6,1661,30.0,158,0,0,0,0,0
7658,300.4,311.6,1359,55.4,160,0,0,0,0,0
7659,300.5,311.6,1528,42.4,163,0,0,0,0,0
7660,300.5,311.6,1246,52.9,165,0,0,0,0,0
7661,300.5,311.6,1575,32.5,168,0,0,0,0,0
7662,300.5,311.6,1658,30.4,170,0,0,0,0,0
7663,300.5,311.6,1385,54.8,173,0,0,0,0,0
7664,300.5,311.7,1454,50.3,175,0,0,0,0,0
7665,300.5,311.6,1497,40.5,180,0,0,0,0,0
7666,300.6,311.7,1424,50.8,182,0,0,0,0,0
7667,300.6,311.7,1528,43.9,185,0,0,0,0,0
7668,300.6,311.8,1539,37.0,187,0,0,0,0,0
7669,300.7,311.8,1336,58.4,189,0,0,0,1,0
7670,300.5,311.6,1525,37.6,191,0,0,0,0,0
7671,300.5,311.6,1456,51.1,193,0,0,0,0,0
7672,300.5,311.7,2141,17.2,196,0,0,0,0,0
7673,300.5,311.6,1476,39.1,199,0,0,0,0,0
7674,300.5,311.6,1509,47.2,202,0,0,0,0,0
7675,300.5,311.6,1447,45.4,204,0,0,0,0,0
7676,300.6,311.7,1448,49.1,206,0,0,0,0,0
7677,300.6,311.7,1428,52.6,208,0,0,0,0,0
7678,300.6,311.7,1389,52.1,210,0,0,0,0,0
7679,300.7,311.7,1635,32.4,213,0,0,0,0,0
7680,300.7,311.7,1395,43.7,215,0,0,0,0,0
7681,300.7,311.8,1443,43.7,217,0,0,0,0,0
7682,300.7,311.7,1412,49.1,219,0,0,0,0,0
7683,300.7,311.7,1524,43.5,222,0,0,0,0,0
7684,300.7,311.8,1407,42.4,224,0,0,0,0,0
7685,300.8,311.7,1397,43.5,227,0,0,0,0,0
7686,300.7,311.7,1504,36.9,229,0,0,0,0,0
7687,300.7,311.7,2097,18.9,232,1,0,0,0,0
7688,300.6,311.7,1553,39.8,0,0,0,0,0,0
7689,300.6,311.7,1432,39.2,2,0,0,0,0,0
7690,300.5,311.6,1577,36.5,4,0,0,0,0,0
7691,300.5,311.5,1370,56.1,7,0,0,0,0,0
7692,300.5,311.6,1506,36.2,10,0,0,0,0,0
7693,300.6,311.6,1964,21.4,15,0,0,0,0,0
7694,300.6,311.7,1500,36.7,17,0,0,0,0,0
7695,300.6,311.7,1488,47.7,22,0,0,0,0,0
7696,300.6,311.5,1282,60.2,24,0,0,0,0,0
7697,300.5,311.4,1400,45.1,29,0,0,0,0,0
7698,300.6,311.5,1419,38.6,31,0,0,0,0,0
7699,300.7,311.5,1441,40.6,33,0,0,0,0,0
7700,300.7,311.6,1348,62.5,36,0,0,0,0,0
7701,300.8,311.7,1468,38.7,39,0,0,0,0,0
7702,300.7,311.7,1701,30.8,44,0,0,0,0,0
7703,300.7,311.7,1864,23.6,47,0,0,0,0,0
7704,300.6,311.6,1630,31.8,52,0,0,0,0,0
7705,300.5,311.5,1316,49.7,55,0,0,0,0,0
7706,300.5,311.5,1708,31.2,57,0,0,0,0,0
7707,300.5,311.4,1679,27.5,59,0,0,0,0,0
7708,300.5,311.4,1709,32.3,64,0,0,0,0,0
7709,300.5,311.4,1445,41.5,66,0,0,0,0,0
7710,300.5,311.4,1390,51.9,68,0,0,0,0,0
7711,300.4,311.4,1309,55.5,71,0,0,0,0,0
7712,300.5,311.5,1499,37.6,73,0,0,0,0,0
7713,300.5,311.4,2072,18.8,75,0,0,0,0,0
7714,300.5,311.5,1487,43.0,78,0,0,0,0,0
7715,300.5,311.5,1302,49.6,80,0,0,0,0,0
7716,300.5,311.5,1378,48.2,82,0,0,0,0,0
7717,300.5,311.6,1365,53.0,85,0,0,0,0,0
7718,300.6,311.7,1427,44.6,87,0,0,0,0,0
7719,300.6,311.7,1535,33.3,92,0,0,0,0,0
7720,300.5,311.6,1476,41.7,97,0,0,0,0,0
7721,300.5,311.6,1425,42.4,102,0,0,0,0,0
7722,300.5,311.7,1409,54.7,104,0,0,0,0,0
7723,300.5,311.6,1730,30.2,106,0,0,0,0,0
7724,300.5,311.6,1454,41.4,108,0,0,0,0,0
7725,300.6,311.7,1744,26.9,111,0,0,0,0,0
7726,300.8,311.9,1761,29.0,113,0,0,0,0,0
7727,300.7,311.9,1657,30.9,116,0,0,0,0,0
7728,300.7,311.8,1420,47.0,119,0,0,0,0,0
7729,300.7,311.9,1329,59.2,121,0,0,0,0,0
7730,300.6,311.9,1472,44.2,126,0,0,0,0,0
7731,300.6,312.0,1566,30.1,128,0,0,0,0,0
7732,300.6,312.0,1430,42.7,130,0,0,0,0,0
7733,300.6,312.0,1481,40.9,132,0,0,0,0,0
7734,300.6,312.0,1670,29.4,134,0,0,0,0,0
7735,300.6,312.0,1406,55.1,136,0,0,0,0,0
7736,300.6,312.1,1354,46.9,138,0,0,0,0,0
7737,300.5,312.0,1985,19.3,143,0,0,0,0,0
7738,300.5,312.0,1263,60.8,146,0,0,0,0,0
7739,300.5,311.9,1576,31.1,149,0,0,0,0,0
7740,300.5,312.0,1453,45.1,151,0,0,0,0,0
7741,300.5,312.0,1478,39.0,153,0,0,0,0,0
7742,300.5,311.9,1323,57.9,155,0,0,0,0,0
7743,300.5,311.9,1710,28.4,158,0,0,0,0,0
7744,300.4,311.7,1314,59.5,160,0,0,0,0,0
7745,300.4,311.7,1460,39.6,162,0,0,0,0,0
7746,300.4,311.7,1508,45.4,164,0,0,0,0,0
7747,300.5,311.8,1331,55.3,167,0,0,0,0,0
7748,300.4,311.7,1515,47.4,170,0,0,0,0,0
7749,300.4,311.6,1674,33.0,172,0,0,0,0,0
7750,300.4,311.7,1444,51.2,174,0,0,0,0,0
7751,300.4,311.7,1398,42.6,176,0,0,0,0,0
7752,300.4,311.7,1832,24.2,179,0,0,0,0,0
7753,300.5,311.8,1591,42.0,182,0,0,0,0,0
7754,300.4,311.7,1478,39.9,185,0,0,0,0,0
7755,300.4,311.8,1362,47.6,188,0,0,0,0,0
7756,300.5,311.8,1368,57.9,191,0,0,0,1,0
7757,300.3,311.7,1723,28.3,193,0,0,0,0,0
7758,300.4,311.8,1689,30.8,196,0,0,0,0,0
7759,300.4,311.8,1272,59.2,198,0,0,0,1,0
7760,300.4,311.7,1511,33.0,200,0,0,0,0,0
7761,300.4,311.6,1715,30.8,203,0,0,0,0,0
7762,300.3,311.5,1400,43.8,0,0,0,0,0,0
7763,300.4,311.6,1200,76.6,3,0,0,1,0,0
7764,300.4,311.7,1555,38.7,5,0,0,0,0,0
7765,300.3,311.6,1427,56.2,8,0,0,0,0,0
7766,300.3,311.4,1318,52.7,13,0,0,0,0,0
7767,300.2,311.4,1319,54.6,15,0,0,0,0,0
7768,300.2,311.4,1960,20.9,20,0,0,0,0,0
7769,300.3,311.5,1552,38.9,23,0,0,0,0,0
7770,300.3,311.5,1548,32.2,25,0,0,0,0,0
7771,300.3,311.6,1709,29.5,27,0,0,0,0,0
7772,300.3,311.5,1464,41.0,29,0,0,0,0,0
7773,300.3,311.4,1759,24.8,34,0,0,0,0,0
7774,300.3,311.5,1634,31.9,36,0,0,0,0,0
7775,300.3,311.5,1663,33.6,38,0,0,0,0,0
7776,300.3,311.5,1445,47.3,40,0,0,0,0,0
7777,300.3,311.5,1695,25.6,43,0,0,0,0,0
7778,300.4,311.6,1517,39.0,45,0,0,0,0,0
7779,300.5,311.7,1811,26.8,47,0,0,0,0,0
7780,300.4,311.6,1815,23.5,49,0,0,0,0,0
7781,300.4,311.7,1513,40.0,51,0,0,0,0,0
7782,300.4,311.6,1518,36.4,53,0,0,0,0,0
7783,300.3,311.5,1667,28.8,56,0,0,0,0,0
7784,300.3,311.5,1403,60.1,58,0,0,0,0,0
7785,300.2,311.5,1383,42.1,60,0,0,0,0,0
7786,300.3,311.5,1466,46.2,62,0,0,0,0,0
7787,300.3,311.5,1378,47.5,64,0,0,0,0,0
7788,300.2,311.5,1547,40.9,66,0,0,0,0,0
7789,300.2,311.5,1495,38.5,69,0,0,0,0,0
7790,300.1,311.4,1729,29.3,71,0,0,0,0,0
7791,300.1,311.4,1418,47.7,73,0,0,0,0,0
7792,300.1,311.4,1485,40.4,75,0,0,0,0,0
7793,300.1,311.5,1434,40.8,80,0,0,0,0,0
7794,300.2,311.6,1415,55.8,82,0,0,0,0,0
7795,300.1,311.6,1674,29.6,85,0,0,0,0,0
7796,300.1,311.5,1454,52.4,90,0,0,0,0,0
7797,300.0,311.4,1476,39.0,92,0,0,0,0,0
7798,300.0,311.5,1812,28.3,94,0,0,0,0,0
7799,300.0,311.4,1374,41.9,96,0,0,0,0,0
7800,300.1,311.4,1524,40.6,98,0,0,0,0,0
7801,300.0,311.4,1383,49.6,101,0,0,0,0,0
7802,299.9,311.3,1429,58.2,103,0,0,0,0,0
7803,299.8,311.3,1517,41.2,105,0,0,0,0,0
7804,299.9,311.4,1480,44.9,108,0,0,0,0,0
7805,299.9,311.4,1706,28.8,111,0,0,0,0,0
7806,300.0,311.5,1349,48.6,113,0,0,0,0,0
7807,300.0,311.5,1451,49.0,115,0,0,0,0,0
7808,299.9,311.4,1627,36.7,118,0,0,0,0,0
7809,300.0,311.4,1537,35.4,120,0,0,0,0,0
7810,300.1,311.5,2218,17.0,123,0,0,0,0,0
7811,300.0,311.4,1466,39.0,125,0,0,0,0,0
7812,300.0,311.5,1666,32.0,128,0,0,0,0,0
7813,300.0,311.5,1455,41.7,130,0,0,0,0,0
7814,300.0,311.4,1927,24.6,132,0,0,0,0,0
7815,299.9,311.3,1703,28.4,134,0,0,0,0,0
7816,299.8,311.2,1533,35.9,137,0,0,0,0,0
7817,299.8,311.3,1785,25.4,139,0,0,0,0,0
7818,299.8,311.2,2142,16.6,144,0,0,0,0,0
7819,299.8,311.2,1369,46.2,146,0,0,0,0,0
7820,299.8,311.2,1706,29.2,148,0,0,0,0,0
7821,299.9,311.3,1802,24.4,151,0,0,0,0,0
7822,299.9,311.3,1413,41.8,153,0,0,0,0,0
7823,300.0,311.3,1484,53.2,158,0,0,0,0,0
7824,299.9,311.3,1535,38.1,160,0,0,0,0,0
7825,299.9,311.2,1579,35.5,162,0,0,0,0,0
7826,299.8,311.1,1300,64.2,165,0,0,0,0,0
7827,299.8,311.1,1452,44.3,167,0,0,0,0,0
7828,299.8,311.1,1562,35.7,170,0,0,0,0,0
7829,299.8,311.2,1664,28.3,173,0,0,0,0,0
7830,299.9,311.2,1495,35.8,175,0,0,0,0,0
7831,300.0,311.4,1533,42.6,180,0,0,0,0,0
7832,300.0,311.4,1484,37.0,183,0,0,0,0,0
7833,300.0,311.4,1604,38.7,185,0,0,0,0,0
7834,300.0,311.4,1483,45.6,187,0,0,0,0,0
7835,300.1,311.5,1549,34.7,189,0,0,0,0,0
7836,300.1,311.4,1604,35.0,191,0,0,0,0,0
7837,300.2,311.5,1685,31.0,193,0,0,0,0,0
7838,300.2,311.6,1372,49.2,195,0,0,0,0,0
7839,300.3,311.6,1374,47.4,197,0,0,0,0,0
7840,300.2,311.6,1606,31.0,199,0,0,0,0,0
7841,300.1,311.5,1471,47.2,201,0,0,0,0,0
7842,300.1,311.5,1659,31.1,203,0,0,0,0,0
7843,300.1,311.7,1400,48.5,205,0,0,0,0,0
7844,300.1,311.7,1503,42.6,208,0,0,0,0,0
7845,300.2,311.8,1798,23.2,210,0,0,0,0,0
7846,300.2,311.6,1608,35.0,212,0,0,0,0,0
7847,300.2,311.6,1322,50.9,215,0,0,0,0,0
7848,300.2,311.6,1547,37.7,217,0,0,0,0,0
7849,300.3,311.7,1374,47.9,222,1,0,0,0,0
7850,300.3,311.7,1447,36.8,0,0,0,0,0,0
7851,300.4,311.7,1373,47.2,3,0,0,0,0,0
7852,300.3,311.7,1515,37.5,5,0,0,0,0,0
7853,300.3,311.7,1317,56.5,7,0,0,0,0,0
7854,300.3,311.8,1551,37.2,9,0,0,0,0,0
7855,300.3,311.8,1592,32.1,11,0,0,0,0,0
7856,300.4,311.8,1433,42.2,14,0,0,0,0,0
7857,300.5,311.9,1432,43.1,16,0,0,0,0,0
7858,300.5,311.9,1350,51.7,18,0,0,0,0,0
7859,300.5,311.9,1370,44.8,20,0,0,0,0,0
7860,300.5,312.0,1415,44.6,23,0,0,0,0,0
7861,300.5,312.0,1498,42.9,25,0,0,0,0,0
7862,300.5,312.0,1382,54.1,27,0,0,0,0,0
7863,300.5,311.9,1511,44.5,30,0,0,0,0,0
7864,300.5,311.9,1330,59.5,33,0,0,0,0,0
7865,300.5,311.9,1383,50.5,35,0,0,0,0,0
7866,300.5,311.9,1431,49.4,37,0,0,0,0,0
7867,300.5,312.0,1461,38.1,39,0,0,0,0,0
7868,300.4,311.9,1438,46.7,41,0,0,0,0,1
7869,300.5,312.0,1779,27.7,46,0,0,0,0,0
7870,300.6,312.1,1293,52.3,49,0,0,0,0,0
7871,300.6,312.2,1308,54.7,52,0,0,0,0,0
7872,300.6,312.3,1532,37.2,54,0,0,0,0,0
7873,300.7,312.4,1470,38.6,56,0,0,0,0,0
7874,300.7,312.3,1548,37.9,58,0,0,0,0,0
7875,300.7,312.3,1898,24.0,60,0,0,0,0,0
7876,300.7,312.2,1335,49.0,62,0,0,0,0,0
7877,300.7,312.3,1420,53.8,67,0,0,0,0,0
7878,300.7,312.3,1418,49.0,69,0,0,0,0,0
7879,300.8,312.3,1535,40.3,71,0,0,0,0,0
7880,300.7,312.4,1457,47.2,74,0,0,0,0,0
7881,300.8,312.4,1493,39.1,79,0,0,0,0,0
7882,300.7,312.3,1670,27.3,81,0,0,0,0,0
7883,300.7,312.3,1446,45.4,86,0,0,0,0,0
7884,300.8,312.4,1465,59.1,91,0,0,1,0,0
7885,300.7,312.3,1590,36.3,93,0,0,0,0,0
7886,300.6,312.2,2174,18.5,95,0,0,0,0,0
7887,300.7,312.4,1590,37.9,98,0,0,0,0,0
7888,300.7,312.3,1577,33.2,100,0,0,0,0,0
7889,300.7,312.4,1371,61.7,102,0,0,0,0,0
7890,300.8,312.4,1767,25.6,105,0,0,0,0,0
7891,300.8,312.5,1517,39.2,107,0,0,0,0,0
7892,300.9,312.6,1555,40.6,109,0,0,0,0,0
7893,300.9,312.7,1416,43.8,112,0,0,0,0,0
7894,300.8,312.6,1588,35.6,114,0,0,0,0,0
7895,300.8,312.6,1422,50.0,117,0,0,0,0,0
7896,300.8,312.6,1376,53.6,119,0,0,0,0,0
7897,300.8,312.5,1434,50.7,121,0,0,0,0,0
7898,300.8,312.5,1423,47.3,123,0,0,0,0,0
7899,300.9,312.4,1364,52.5,125,0,0,0,0,0
7900,300.8,312.4,1825,23.8,127,0,0,0,0,0
7901,300.8,312.4,1365,44.5,129,0,0,0,0,0
7902,300.7,312.3,1430,47.2,131,0,0,0,0,0
7903,300.8,312.3,1435,44.8,134,0,0,0,0,0
7904,300.8,312.4,1811,25.1,136,0,0,0,0,0
7905,300.8,312.4,1465,43.7,139,0,0,0,0,0
7906,300.9,312.4,1372,51.0,142,0,0,0,0,0
7907,300.8,312.3,1858,26.3,144,0,0,0,0,0
7908,300.7,312.3,1715,26.8,146,0,0,0,0,0
7909,300.7,312.2,1590,38.5,148,0,0,0,0,0
7910,300.8,312.2,1664,25.7,150,0,0,0,0,0
7911,300.7,312.1,1512,36.9,153,0,0,0,0,0
7912,300.7,312.1,1498,44.0,155,0,0,0,0,0
7913,300.7,312.1,1395,41.9,157,0,0,0,0,0
7914,300.7,312.1,1490,43.1,159,0,0,0,0,0
7915,300.8,312.1,1527,35.1,164,0,0,0,0,0
7916,300.8,312.1,1512,37.1,169,0,0,0,0,0
7917,300.9,312.1,1474,42.4,171,0,0,0,0,0
7918,300.8,312.1,1505,41.3,173,0,0,0,0,0
7919,300.8,312.0,1496,40.0,175,0,0,0,0,0
7920,300.8,312.0,1382,49.3,177,0,0,0,0,0
7921,300.7,311.9,1419,47.7,179,0,0,0,0,0
7922,300.7,311.9,1462,39.7,181,0,0,0,0,0
7923,300.8,312.0,1450,45.0,183,0,0,0,0,0
7924,300.7,311.9,1389,46.5,186,0,0,0,0,0
7925,300.7,311.9,1697,28.2,191,0,0,0,0,0
7926,300.7,311.9,1335,57.1,194,0,0,0,1,0
7927,300.7,311.9,1476,42.0,196,0,0,0,0,0
7928,300.6,311.7,1497,43.6,198,0,0,0,0,0
7929,300.6,311.6,1669,29.2,200,0,0,0,0,0
7930,300.6,311.6,1455,48.0,203,0,0,0,0,0
7931,300.7,311.7,1499,38.4,205,0,0,0,0,0
7932,300.7,311.8,1478,41.9,207,0,0,0,0,0
7933,300.8,311.8,1928,21.8,209,0,0,0,0,0
7934,300.8,311.9,1621,28.3,211,0,0,0,0,0
7935,300.8,311.9,1356,44.3,214,0,0,0,0,0
7936,300.8,311.7,1490,46.4,217,0,0,0,0,0
7937,300.8,311.7,1578,31.4,219,0,0,0,0,0
7938,300.8,311.7,1681,31.3,221,0,0,0,0,0
7939,300.8,311.8,1417,43.4,223,0,0,0,0,0
7940,300.7,311.7,1532,40.0,0,0,0,0,0,0
7941,300.7,311.7,1499,38.9,3,0,0,0,0,0
7942,300.8,311.7,1432,45.8,6,0,0,0,0,0
7943,300.8,311.7,1753,29.0,8,0,0,0,0,0
7944,300.8,311.7,1414,49.0,10,0,0,0,0,0
7945,300.8,311.7,1655,32.2,12,0,0,0,0,0
7946,300.8,311.6,1516,35.6,14,0,0,0,0,0
7947,300.8,311.7,1426,45.5,16,0,0,0,0,0
7948,300.8,311.7,1479,39.4,18,0,0,0,0,0
7949,300.7,311.5,1569,36.4,20,0,0,0,0,0
7950,300.8,311.6,1568,36.0,23,0,0,0,0,0
7951,300.9,311.8,1843,24.5,25,0,0,0,0,0
7952,300.9,311.9,1480,40.9,28,0,0,0,0,0
7953,301.0,312.0,1447,36.8,31,0,0,0,0,0
7954,301.0,311.9,1454,41.9,33,0,0,0,0,0
7955,300.9,311.9,1310,56.1,35,0,0,0,0,0
7956,300.9,311.9,1513,38.0,38,0,0,0,0,0
7957,300.9,311.9,2140,16.5,43,0,0,0,0,0
7958,301.0,312.1,1377,49.9,48,0,0,0,0,0
7959,301.0,312.1,1585,32.3,50,0,0,0,0,0
7960,301.1,312.2,1491,42.6,52,0,0,0,0,0
7961,301.0,312.2,1264,59.0,57,0,0,0,0,0
7962,301.0,312.2,1372,47.0,59,0,0,0,0,0
7963,301.0,312.2,1510,39.9,61,0,0,0,0,0
7964,300.9,312.1,1423,40.2,63,0,0,0,0,0
7965,301.1,312.3,1464,35.3,65,0,0,0,0,0
7966,301.0,312.2,1602,35.9,67,0,0,0,0,0
7967,301.0,312.2,1629,32.6,69,0,0,0,0,0
7968,300.9,312.2,1811,23.2,72,0,0,0,0,0
7969,300.9,312.1,1711,28.8,74,0,0,0,0,0
7970,300.9,312.1,1297,48.6,76,0,0,0,0,0
7971,301.0,312.1,1405,46.1,79,0,0,0,0,0
7972,301.1,312.2,1397,54.9,81,0,0,0,0,0
7973,301.1,312.3,1682,29.7,83,0,0,0,0,0
7974,301.2,312.3,1528,38.4,85,0,0,0,0,0
7975,301.2,312.3,1548,38.3,87,0,0,0,0,0
